heavy metal,ppm,R,G,B,dR,dG,dB,ED,,X,Y,Z,dX,dY,dZ,L,a,b,deltaE,deltaL,deltaa,deltab,Group,ppm
Cd,35,132.687,88.189,54.873,1.125,-14.054,-13.504,19.52277022,,13.81616845,12.24737974,5.234071303,-1.462024496,-2.596351354,-2.354554574,41.60661861,14.59307923,26.60131346,8.911434771,-3.812797283,7.470344152,3.011678072,Cd-Mn,35ppm
Cd,40,125.345,75.963,44.606,-6.217,-26.28,-23.771,35.97707506,,11.55672899,9.737306532,3.713386368,-3.72146396,-5.106424561,-3.87523951,37.36677226,17.67622923,27.15320886,13.74483045,-8.052643634,10.55349415,3.56357347,Cd-Mn,40ppm
Co,0,121.904,90.337,47.062,0,0,0,0,,12.21212065,11.70647117,4.311700968,0,0,0,40.74574767,7.708377439,29.66756608,0,0,0,0,Co,0ppm
Co,5,97.83,75.59,52.119,-24.074,-14.747,5.057,28.68108669,,8.197778158,7.949254958,4.364779479,-4.014342494,-3.757216212,0.053078511,33.87697791,5.926694404,17.54626799,14.04564914,-6.868769751,-1.781683035,-12.12129809,Co,5ppm
Co,10,102.341,72.154,47.612,-19.563,-18.183,0.55,26.71394688,,8.371496679,7.710216002,3.801241092,-3.840623972,-3.996255167,-0.510459876,33.37193754,9.653153197,19.75805055,12.50414838,-7.373810126,1.944775757,-9.909515537,Co,10ppm
Co,15,106.338,78.298,57.946,-15.566,-12.039,10.884,22.48775963,,9.492438518,8.881667157,5.209325158,-2.719682133,-2.824804013,0.89762419,35.75545773,8.89573166,16.62789102,14.01234917,-4.99028994,1.18735422,-13.03967506,Co,15ppm
Co,20,104.878,75.353,55.208,-17.026,-14.984,8.146,24.09900927,,9.04643599,8.354476264,4.775974115,-3.165684661,-3.351994906,0.464273147,34.71048128,9.708315463,16.89806283,14.26479603,-6.035266381,1.999938023,-12.76950326,Co,20ppm
Co,25,106.622,78.528,46.348,-15.282,-11.809,-0.714,19.32619468,,9.280604957,8.827168668,3.835346128,-2.931515694,-2.879302502,-0.47635484,35.64938218,7.614334563,23.4897714,8.009178007,-5.096365488,-0.094042877,-6.177794679,Co,25ppm
Co,30,105.404,84.236,56.634,-16.5,-6.101,9.572,20.0273659,,9.791697474,9.697405535,5.178441106,-2.420423178,-2.009065634,0.866740138,37.293778,4.677661325,19.42393536,11.22645559,-3.451969669,-3.030716115,-10.24363072,Co,30ppm
Co,35,100.462,73.796,59.485,-21.442,-16.541,12.423,29.79421041,,8.544306121,7.927433271,5.283176162,-3.667814531,-3.779037898,0.971475193,33.8312966,9.193483256,12.96887785,18.13453505,-6.914451064,1.485105817,-16.69868824,Co,35ppm
Co,40,105.535,79.423,54.956,-16.369,-10.914,7.894,21.19846204,,9.404246469,8.964924148,4.843232088,-2.807874182,-2.741547022,0.531531119,35.91667405,7.480174343,18.64814873,12.03327002,-4.829073619,-0.228203097,-11.01941735,Co,40ppm
Cr,0,157.507,123.723,72.101,0,0,0,0,,22.35077263,22.03572599,9.222998653,0,0,0,54.06488986,6.614254963,32.96658568,0,0,0,0,Cr,0ppm
Cr,5,68.642,74.672,63.031,-88.865,-49.051,-9.07,101.9080651,,5.820732861,6.599127066,5.673310169,-16.53003976,-15.43659892,-3.549688484,30.87631739,-4.969823877,6.120971368,37.31739251,-23.18857247,-11.58407884,-26.84561432,Cr,5ppm
Cr,10,73.494,77.19,59.055,-84.013,-46.533,-13.046,96.92111418,,6.243201023,7.086589031,5.183254391,-16.1075716,-14.94913696,-4.039744262,32.00322385,-5.170003408,10.27984647,33.76794321,-22.06166602,-11.78425837,-22.68673921,Cr,10ppm
Cr,15,69.727,80.938,66.763,-87.78,-42.785,-5.338,97.79764245,,6.449780617,7.569928841,6.39324595,-15.90099201,-14.46579715,-2.829752702,33.07066252,-7.570021079,6.869500326,36.3731925,-20.99422734,-14.18427604,-26.09708536,Cr,15ppm
Cr,20,54.499,71.297,60.715,-103.008,-52.426,-11.386,116.1411836,,4.654833006,5.676209279,5.224204026,-17.69593962,-16.35951671,-3.998794626,28.58041657,-9.224033329,4.188070724,41.57538549,-25.48447329,-15.83828829,-28.77851496,Cr,20ppm
Cr,25,64.445,83.799,77.487,-93.062,-39.924,5.386,101.4074485,,6.654585865,7.956953933,8.295439894,-15.69618676,-14.07877205,-0.927558759,33.89307492,-8.978714896,1.236745404,40.70412253,-20.17181494,-15.59296986,-31.72984028,Cr,25ppm
Cr,30,69.948,93.417,79.608,-87.559,-30.306,7.507,92.95906177,,7.906197857,9.775394063,8.982433432,-14.44457477,-12.26033192,-0.240565221,37.43626321,-12.06590214,5.06694919,37.46797579,-16.62862665,-18.6801571,-27.89963649,Cr,30ppm
Cr,35,63.911,88.721,79.479,-93.596,-35.002,7.378,100.198733,,7.086115981,8.75663059,8.804177295,-15.26465664,-13.2790954,-0.418821358,35.51143701,-11.59286749,2.328066765,40.18020361,-18.55345286,-18.20712245,-30.63851892,Cr,35ppm
Cr,40,67.307,88.115,81.43,-90.2,-35.608,9.329,97.42176299,,7.335964743,8.802805305,9.18036903,-15.01480788,-13.23292068,-0.042629622,35.60182022,-9.537676596,1.269243338,40.08105968,-18.46306964,-16.15193156,-31.69734235,Cr,40ppm
Cu,0,129.71,98,49.052,0,0,0,0,,14.08542331,13.68143864,4.809794476,0,0,0,43.77256756,6.953932791,32.35624937,0,0,0,0,Cu,0ppm
Cu,5,99.435,83.373,54.982,-30.275,-14.627,5.93,34.14219756,,9.004540752,9.197031863,4.912326687,-5.080882561,-4.484406777,0.102532211,36.36091409,2.241424979,19.07868574,15.91961159,-7.411653476,-4.712507812,-13.27756364,Cu,5ppm
Cu,10,93.417,76.779,56.496,-36.293,-21.221,7.444,42.69573545,,7.921167944,7.916609555,4.915335634,-6.16425537,-5.764829086,0.105541158,33.80860723,3.708216691,14.66362252,20.5631764,-9.963960333,-3.245716101,-17.69262685,Cu,10ppm
Cu,15,86.596,70.503,50.73,-43.114,-27.497,1.678,51.16363639,,6.706402057,6.687309171,4.037738837,-7.379021257,-6.99412947,-0.772055639,31.08419214,3.662033379,14.48524038,22.16313234,-12.68837542,-3.291899413,-17.87100899,Cu,15ppm
Cu,20,83.194,67.698,50.414,-46.516,-30.302,1.362,55.53201333,,6.21817431,6.179802182,3.929310323,-7.867249004,-7.501636459,-0.880484153,29.8616329,3.791063126,12.97980342,24.06168127,-13.91093466,-3.162869665,-19.37644595,Cu,20ppm
Cu,25,76.946,62.577,48.866,-52.764,-35.423,-0.186,63.55205127,,5.362043567,5.304723589,3.631803222,-8.723379747,-8.376715052,-1.177991254,27.58585559,3.89403545,10.76806142,27.15552384,-16.18671197,-3.059897342,-21.58818796,Cu,25ppm
Cu,30,84.539,68.119,52.585,-45.171,-29.881,3.533,54.27499877,,6.41216282,6.311968959,4.1982228,-7.673260494,-7.369469681,-0.611571676,30.18627539,4.465418348,12.06495102,24.5462182,-13.58629218,-2.488514443,-20.29129835,Cu,30ppm
Cu,35,80.312,65.846,51.917,-49.398,-32.154,2.865,59.01059519,,5.891979535,5.844975489,4.056189469,-8.193443778,-7.836463152,-0.753605007,29.01793336,3.841303377,10.82129189,26.28958132,-14.7546342,-3.112629415,-21.53495748,Cu,35ppm
Cu,40,86.701,71.662,54.178,-43.009,-26.338,5.126,50.69260499,,6.868383478,6.871326672,4.475775213,-7.217039836,-6.810111969,-0.334019263,31.51216873,3.467534698,12.89364856,23.26510653,-12.26039884,-3.486398094,-19.46260081,Cu,40ppm
Hg,0,158.124,107.895,59.039,0,0,0,0,,20.26818101,18.3025148,6.607396736,0,0,0,49.86098851,14.83493204,34.95990408,0,0,0,0,Hg,0ppm
Hg,5,148.281,92.255,54.543,-9.843,-15.64,-4.496,19.01862942,,16.79277894,14.29371821,5.431096931,-3.475402067,-4.008796592,-1.176299805,44.65124608,19.13585692,30.94941743,7.856422481,-5.209742433,4.300924882,-4.010486646,Hg,5ppm
Hg,10,150.888,92.176,61.251,-7.236,-15.719,2.212,17.44533178,,17.43440678,14.59467459,6.348360317,-2.833774225,-3.70784021,-0.25903642,45.0739667,20.84252764,27.74720033,10.53707161,-4.787021815,6.0075956,-7.212703744,Hg,10ppm
Hg,15,147.755,85.409,69.403,-10.369,-22.486,10.364,26.84304105,,16.53706491,13.27091909,7.385483437,-3.731116094,-5.031595708,0.7780867,43.16864944,24.09496398,20.45008088,18.46809582,-6.692339073,9.260031939,-14.5098232,Hg,15ppm
Hg,20,146.687,84.788,69.215,-11.437,-23.107,10.176,27.71803373,,16.29031152,13.07169424,7.329273189,-3.977869481,-5.230820554,0.721876452,42.87107274,23.98232679,20.14447232,18.76248308,-6.989915775,9.147394754,-14.81543176,Hg,20ppm
Hg,25,149.104,90.78,68.982,-9.02,-17.115,9.943,21.75193955,,17.21041244,14.27495427,7.475078713,-3.05776857,-4.027560524,0.867681976,44.62469469,21.55713976,22.63200028,14.98612898,-5.236293822,6.722207727,-12.32790379,Hg,25ppm
Hg,30,146.695,80.953,66.497,-11.429,-26.942,7.458,30.20124449,,15.91611957,12.45358144,6.795913688,-4.352061434,-5.848933358,0.188516952,41.92811691,25.90373892,20.54208144,19.83236111,-7.932871604,11.06880688,-14.41782264,Hg,30ppm
Hg,35,146.551,83.932,67.501,-11.573,-23.963,8.462,27.92427514,,16.14658893,12.90454456,7.028694841,-4.121592074,-5.397970235,0.421298105,42.61906448,24.24936979,20.83770845,18.45300819,-7.241924031,9.414437757,-14.12219563,Hg,35ppm
Hg,40,144.798,78.479,64.604,-13.326,-29.416,5.565,32.76968961,,15.34381565,11.89713964,6.428390329,-4.924365359,-6.405375162,-0.179006407,41.05217104,26.33574255,20.48854266,20.47643057,-8.808817473,11.50081052,-14.47136142,Hg,40ppm
Mn,0,143.542,106.85,63.399,0,0,0,0,,17.57312273,16.73682242,7.065281625,0,0,0,47.92670578,9.297704405,29.84984732,0,0,0,0,Cd-Mn,0ppm
Mn,5,144.056,99.024,49.366,0.514,-7.826,-14.033,16.07593111,,16.53871526,15.08877947,4.987164023,-1.034407467,-1.648042955,-2.078117602,45.75555459,12.95379595,34.91660096,6.614597138,-2.171151188,3.656091543,5.066753639,Cd-Mn,5ppm
Mn,10,152.364,106.698,55.61,8.822,-0.152,-7.789,11.76942263,,18.94888943,17.44633109,6.060289893,1.375766697,0.709508667,-1.004991732,48.81756212,12.7051434,35.39292007,6.567337436,0.890856337,3.407438995,5.543072747,Cd-Mn,10ppm
Mn,15,149.87,104.948,51.327,6.328,-1.902,-12.072,13.76206278,,18.20599419,16.80763617,5.454581462,0.632871462,0.07081375,-1.610700163,48.01673721,12.2888092,36.64602542,7.425823208,0.090031432,2.991104795,6.796178099,Cd-Mn,15ppm
Mn,20,150.493,103.969,52.332,6.951,-2.881,-11.067,13.38263991,,18.24431668,16.67771796,5.545723047,0.671193952,-0.059104457,-1.519558578,47.85136672,13.20370187,35.95252713,7.246046713,-0.075339064,3.905997463,6.102679806,Cd-Mn,20ppm
Mn,25,144.85,101.406,52.684,1.308,-5.444,-10.715,12.08963296,,16.98025339,15.64801076,5.455545727,-0.59286934,-1.088811656,-1.609735898,46.50926148,12.16737851,34.04258504,5.274772739,-1.417444298,2.869674108,4.192737724,Cd-Mn,25ppm
Mn,30,153.785,107.784,54.334,10.243,0.934,-9.065,13.7100558,,19.3003007,17.79959541,5.949733194,1.727177968,1.062772988,-1.115548431,49.25213101,12.62658479,36.60937878,7.650455031,1.325425228,3.328880386,6.759531457,Cd-Mn,30ppm
Mn,35,151.924,103.521,51.862,8.382,-3.329,-11.537,14.64385653,,18.45486349,16.72077363,5.487344303,0.88174076,-0.016048795,-1.577937322,47.90626633,14.07233892,36.30823834,8.031710094,-0.020439457,4.774634518,6.458391014,Cd-Mn,35ppm
Mn,40,148.473,105.694,56.432,4.931,-1.156,-6.967,8.61337251,,18.14655066,16.876368,6.097952261,0.573427931,0.139545578,-0.967329363,48.10388021,11.59916302,34.00457481,4.752879449,0.177174428,2.30145862,4.154727488,Cd-Mn,40ppm
Ni,0,149.544,116.531,86.786,0,0,0,0,,20.51295984,19.74016428,11.69898174,0,0,0,51.54215453,8.786259187,21.37122777,0,0,0,0,Ni,0ppm
Ni,5,134.751,98.645,63.312,-14.793,-17.886,-23.474,33.0116725,,15.28663493,14.35024745,6.712228508,-5.226324919,-5.389916827,-4.986753231,44.73109606,10.13969414,25.70179071,8.183891433,-6.811058469,1.353434953,4.330562936,Ni,5ppm
Ni,10,130.104,94.758,56.573,-19.44,-21.773,-30.213,42.00955246,,14.02097124,13.18708921,5.621380478,-6.491988602,-6.553075069,-6.077601261,43.04380048,9.690976274,27.32800821,10.41747416,-8.498354055,0.904717087,5.956780442,Ni,10ppm
Ni,15,132.04,95.565,63.496,-17.504,-20.966,-23.29,35.89411194,,14.57710921,13.56079635,6.624375198,-5.935850637,-6.179367934,-5.074606541,43.59635803,10.75708057,24.09155626,8.626703084,-7.945796505,1.970821378,2.720328489,Ni,15ppm
Ni,20,139.67,102.742,64.125,-9.874,-13.789,-22.661,28.30465188,,16.51411559,15.56878953,7.003441307,-3.998844256,-4.171374752,-4.695540432,46.40359435,10.02205417,27.45896147,8.061792082,-5.138560182,1.235794978,6.087733699,Ni,20ppm
Ni,25,125.16,88.383,53.725,-24.384,-28.148,-33.061,49.79878594,,12.66218192,11.67922256,5.042966634,-7.850777928,-8.060941723,-6.656015104,40.70168531,10.96040562,25.93712731,11.96202843,-10.84046922,2.174146431,4.565899544,Ni,25ppm
Ni,30,130.218,97.148,62.999,-19.326,-19.383,-23.787,36.26315394,,14.42562354,13.69965659,6.586009378,-6.087336305,-6.040507695,-5.11297236,43.79908647,8.952920978,24.59323979,8.388339563,-7.743068062,0.166661791,3.222012018,Ni,30ppm
Ni,35,126.663,92.866,59.592,-22.881,-23.665,-27.194,42.69761143,,13.41039719,12.61424033,5.946235256,-7.102562656,-7.12592395,-5.752746483,42.17615615,9.538855411,24.42429818,9.879755341,-9.365998377,0.752596224,3.053070409,Ni,35ppm
Ni,40,129.704,94.745,54.865,-19.84,-21.786,-31.921,43.44198012,,13.91695329,13.13652504,5.399353736,-6.596006556,-6.603639237,-6.299628003,42.96823857,9.361732479,28.19139323,10.97077305,-8.573915956,0.575473292,6.820165463,Ni,40ppm
Pb,0,146.993,108.909,71.707,0,0,0,0,,18.65134133,17.5855694,8.491631737,0,0,0,48.98954067,10.42691335,26.60192521,0,0,0,0,Pb,0ppm
Pb,5,138.459,97.207,61.619,-8.534,-11.702,-10.088,17.65031739,,15.71112824,14.37500867,6.449050831,-2.94021309,-3.210560732,-2.042580906,44.7660063,12.48317224,26.808365,4.702027288,-4.223534373,2.056258892,0.206439792,Pb,5ppm
Pb,10,147.861,104.098,64.442,0.868,-4.811,-7.265,8.756675739,,18.08685304,16.57989462,7.163317383,-0.564488292,-1.00567478,-1.328314354,47.72628153,12.91068046,29.13427076,3.765328225,-1.263259141,2.483767106,2.532345543,Pb,10ppm
Pb,15,142.449,103.734,67.242,-4.544,-5.175,-4.465,8.207605376,,17.17736022,16.04708695,7.539908043,-1.473981109,-1.538482447,-0.951723693,47.0362048,10.98150143,26.55371124,2.031111406,-1.95333587,0.554588078,-0.048213969,Pb,15ppm
Pb,20,147.015,110.323,76.807,0.022,1.414,5.1,5.292436112,,18.9797152,17.96041403,9.451099577,0.328373872,0.374844629,0.95946784,49.44805891,10.14578892,24.28831699,2.375300593,0.458518235,-0.281124434,-2.313608219,Pb,20ppm
Pb,25,136.065,106.802,77.996,-10.928,-2.107,6.289,12.78327634,,16.77654476,16.26474093,9.461245446,-1.87479657,-1.320828472,0.969613709,47.3199222,7.542503168,20.58743948,6.876153474,-1.669618472,-2.884410184,-6.014485734,Pb,25ppm
Pb,30,144.877,100.27,70.844,-2.116,-8.639,-0.863,8.936137085,,17.37172689,15.62902154,8.035557587,-1.279614441,-1.95654786,-0.45607415,46.48396577,14.42408187,23.83998753,5.466585907,-2.505574903,3.997168516,-2.761937678,Pb,30ppm
Pb,35,141.481,104.453,75.054,-5.512,-4.456,3.347,7.83839837,,17.33510542,16.20690642,8.880133062,-1.316235909,-1.378662982,0.388501325,47.24478163,10.94516999,22.3099748,4.661932265,-1.744759045,0.518256634,-4.291950417,Pb,35ppm
Pb,40,141.527,106.278,79.572,-5.466,-2.631,7.865,9.932650301,,17.68994032,16.64843883,9.786946509,-0.961401011,-0.937130568,1.295314773,47.81397936,10.41336863,20.43420455,6.278766287,-1.175561316,-0.013544718,-6.167720666,Pb,40ppm
Zn,0,141.662,102.873,63.938,0,0,0,0,,16.85956747,15.76682544,6.99556734,0,0,0,46.66707279,10.81841083,27.94327724,0,0,0,0,Ag-Zn,0ppm
Zn,5,136.104,88.184,65.801,-5.558,-14.689,1.863,15.8154625,,14.65341911,12.64484551,6.791437599,-2.206148361,-3.121979931,-0.204129741,42.22316794,17.14221121,21.06821155,10.34433516,-4.443904855,6.323800385,-6.875065688,Ag-Zn,5ppm
Zn,10,136.942,87.466,68.091,-4.72,-15.407,4.153,16.64035631,,14.80005421,12.62524312,7.139724742,-2.059513252,-3.141582323,0.144157402,42.19306598,18.16329039,19.68297995,11.92461756,-4.474006808,7.344879564,-8.260297291,Ag-Zn,10ppm
Zn,15,133.572,83.423,66.308,-8.09,-19.45,2.37,21.19829003,,13.88241009,11.68283589,6.724795624,-2.977157376,-4.083989557,-0.270771716,40.70753218,18.88793618,18.71533482,13.63041764,-5.95954061,8.069525348,-9.227942426,Ag-Zn,15ppm
Zn,20,132.003,79.506,62.785,-9.659,-23.367,-1.153,25.31091423,,13.24081869,10.9286805,6.08232926,-3.618748774,-4.838144941,-0.91323808,39.46008946,20.1441992,19.16689093,14.69475737,-7.206983331,9.325788372,-8.776386315,Ag-Zn,20ppm
Zn,25,132.544,83.635,62.097,-9.118,-19.238,-1.841,21.36885231,,13.61605439,11.58366282,6.089213197,-3.243513075,-4.183162626,-0.906354143,40.54661666,17.88660201,21.01138122,11.63917919,-6.120456128,7.068191179,-6.931896026,Ag-Zn,25ppm
Zn,30,137.162,84.505,62.46,-4.5,-18.368,-1.478,18.96886681,,14.43584627,12.1055442,6.199262205,-2.423721195,-3.661281241,-0.796305135,41.38337599,19.42845212,21.99606569,11.72261012,-5.283696799,8.610041289,-5.947211548,Ag-Zn,30ppm
Zn,35,134.128,83.738,66.573,-7.534,-19.135,2.635,20.73288706,,14.00310009,11.78023049,6.778509586,-2.856467378,-3.986594952,-0.217057754,40.86467812,18.97145158,18.77634806,13.571015,-5.802394668,8.153040755,-9.166929184,Ag-Zn,35ppm
Zn,40,126.699,74.773,60.837,-14.963,-28.1,-3.101,31.98620906,,12.0469894,9.826618386,5.65325341,-4.812578069,-5.940207058,-1.34231393,37.52943829,20.4294128,17.68000226,16.76909468,-9.137634505,9.611001968,-10.26327498,Ag-Zn,40ppm
Ag,0,129.292,93.066,56.267,0,0,0,0,,13.73892191,12.81944919,5.525717396,0,0,0,42.48993127,10.29482569,26.79792648,0,0,0,0,Ag-Zn,0ppm
Ag,5,135.351,94.747,63.294,6.059,1.681,7.027,9.429526552,,15.02393514,13.68225597,6.594492745,1.28501323,0.862806781,1.068775349,43.77375781,12.69954908,24.51587545,3.555089594,1.283826542,2.404723384,-2.282051024,Ag-Zn,5ppm
Ag,10,125.062,78.818,57.114,-4.23,-14.248,0.847,14.88676637,,11.99145621,10.22795406,5.227666009,-1.747465704,-2.591495131,-0.298051386,38.24848059,16.94357304,20.84109676,9.883297292,-4.241450684,6.648747345,-5.956829712,Ag-Zn,10ppm
Ag,15,124.996,78.667,58.174,-4.296,-14.399,1.907,15.1467312,,11.99774632,10.2119963,5.364638015,-1.741175592,-2.607452894,-0.161079381,38.22025288,17.10908417,20.1630279,10.42526504,-4.269678388,6.814258474,-6.634898573,Ag-Zn,15ppm
Ag,20,117.131,73.012,58.582,-12.161,-20.054,2.315,23.56718188,,10.51625872,8.869973012,5.238434313,-3.222663192,-3.949476181,-0.287283082,35.73273295,17.05076717,16.45372393,14.08208084,-6.757198321,6.75594148,-10.34420255,Ag-Zn,20ppm
Ag,25,109.838,68.731,58.766,-19.454,-24.335,2.499,31.25532502,,9.305702754,7.841922784,5.128612054,-4.433219159,-4.977526409,-0.397105342,33.65147749,16.43335489,13.37727558,17.20214162,-8.838453778,6.138529197,-13.42065089,Ag-Zn,25ppm
Ag,30,110.254,62.478,59.279,-19.038,-30.588,3.012,36.15443724,,9.007958173,7.148247819,5.080191869,-4.73096374,-5.671201374,-0.445525526,32.14204369,20.45504295,11.00283092,21.44280382,-10.34788758,10.16021726,-15.79509556,Ag-Zn,30ppm
Ag,35,112.372,64.535,67.258,-16.92,-28.531,10.991,34.94433347,,9.61456006,7.605772452,6.31145189,-4.124361853,-5.213676741,0.785734494,33.14799046,21.1253954,7.335757925,24.15262104,-9.341940815,10.83056971,-19.46216855,Ag-Zn,35ppm
Ag,40,115.315,68.683,67.18,-13.977,-24.383,10.913,30.14930823,,10.23940982,8.291822367,6.398648196,-3.499512092,-4.527626826,0.8729308,34.58339632,19.87965937,9.45577302,21.3338374,-7.906534952,9.584833676,-17.34215346,Ag-Zn,40ppm
Cd,0,134.637,102.564,70.632,0,0,0,0,,15.86655331,15.18599747,7.993770115,0,0,0,45.88790246,8.549313804,22.95796498,0,0,0,0,Cd-Mn,0ppm
Cd,5,143.722,102.027,63.052,9.085,-0.537,-7.58,11.84406999,,17.1067187,15.773067,6.852798747,1.240165385,0.587069532,-1.140971367,46.67534096,12.14889873,28.50621075,6.660337995,0.7874385,3.59958493,5.548245773,Cd-Mn,5ppm
Cd,10,140.811,98.349,60.519,6.174,-4.215,-10.113,12.5760594,,16.18312166,14.77998022,6.346842406,0.316568345,-0.406017243,-1.646927709,45.33136166,12.76712461,28.19716627,6.748992212,-0.556540799,4.217810809,5.239201294,Cd-Mn,10ppm
Cd,15,132.155,88.596,51.608,-2.482,-13.968,-19.024,23.73137004,,13.69072369,12.24128358,4.843804723,-2.175829623,-2.944713889,-3.149965391,41.59705908,13.83619914,28.43912332,8.741029129,-4.290843379,5.286885336,5.481158343,Cd-Mn,15ppm
Cd,20,130.414,88.95,55.741,-4.223,-13.614,-14.891,20.61350543,,13.54605141,12.19913016,5.348717928,-2.320501902,-2.986867307,-2.645052186,41.53087035,13.19500752,25.94358916,7.034212867,-4.357032112,4.645693711,2.985624185,Cd-Mn,20ppm
Cd,25,137.294,92.999,58.69,2.657,-9.565,-11.942,15.52933476,,15.06133961,13.48553288,5.904522409,-0.805213701,-1.700464584,-2.089247705,43.48589863,14.16449113,26.86032278,7.247636529,-2.402003833,5.61517733,3.9023578,Cd-Mn,25ppm
Cd,30,140.424,95.568,63.414,5.787,-6.996,-7.218,11.59883223,,15.94008883,14.26425415,6.676282283,0.073535522,-0.92174332,-1.317487831,44.60954335,14.48414269,25.63350586,6.634373741,-1.278359111,5.934828887,2.675540882,Cd-Mn,30ppm
Cd,35,132.466,87.836,54.017,-2.171,-14.728,-16.615,22.30886483,,13.73214111,12.16337986,5.11593826,-2.1344122,-3.022617606,-2.877831855,41.47461611,14.62800706,26.92499175,8.494993202,-4.413286347,6.078693257,3.967026772,Cd-Mn,35ppm
Cd,40,124.043,76.348,45.701,-10.594,-26.216,-24.931,37.69703242,,11.41494113,9.701218199,3.824799026,-4.451612179,-5.484779267,-4.168971089,37.30076147,16.94356639,26.39712916,12.4912096,-8.587140993,8.394252591,3.439164181,Cd-Mn,40ppm
Co,0,122.756,89.669,48.226,0,0,0,0,,12.3006807,11.66574097,4.424088111,0,0,0,40.67985957,8.6007923,28.96674179,0,0,0,0,Co,0ppm
Co,5,100.919,72.647,49.893,-21.837,-17.022,1.667,27.73773498,,8.290970875,7.71077696,4.056548237,-4.009709824,-3.954964014,-0.367539874,33.37313486,8.932398328,18.3282907,12.91026066,-7.30672471,0.331606028,-10.6384511,Co,5ppm
Co,10,101.345,71.5,48.097,-21.411,-18.169,-0.129,28.0813127,,8.226619086,7.571777961,3.834443811,-4.074061613,-4.093963013,-0.5896443,33.07465772,9.643736254,19.05573307,12.53614459,-7.605201854,1.042943954,-9.911008726,Co,10ppm
Co,15,104.637,84.848,55.796,-18.119,-4.821,7.57,20.21991845,,9.728851404,9.738435758,5.081770945,-2.571829294,-1.927305216,0.657682834,37.36883515,3.851595758,20.0070811,10.66739285,-3.311024429,-4.749196542,-8.959660689,Co,15ppm
Co,20,103.638,77.153,54.35,-19.118,-12.516,6.124,23.65695576,,9.00605143,8.520824531,4.702879738,-3.294629269,-3.144916443,0.278791627,35.04484192,7.926895865,17.8362287,12.49383376,-5.635017651,-0.673896435,-11.13051309,Co,20ppm
Co,25,101.176,77.765,52.066,-21.58,-11.904,3.84,24.94287906,,8.715941797,8.441349061,4.426203322,-3.584738901,-3.224391913,0.002115211,34.88564405,6.138723835,18.96575889,11.81754517,-5.794215527,-2.462068465,-10.0009829,Co,25ppm
Co,30,106.027,80.469,57,-16.729,-9.2,8.774,21.01148536,,9.589072853,9.16803913,5.13463744,-2.711607846,-2.497701844,0.710549329,36.3058353,7.307953072,17.92547949,11.94625443,-4.374024274,-1.292839228,-11.0412623,Co,30ppm
Co,35,94.909,69.698,64.401,-27.847,-19.971,16.175,37.89362578,,7.818224591,7.145813771,5.876997711,-4.482456107,-4.519927203,1.4529096,32.13657879,9.964997836,7.410344123,23.22772016,-8.54328078,1.364205536,-21.55639767,Co,35ppm
Co,40,106.129,79.41,55.187,-16.627,-10.259,6.961,20.74029245,,9.479317397,9.00159087,4.875423468,-2.821363301,-2.664150104,0.451335357,35.98735785,7.789226652,18.61336207,11.39608191,-4.692501723,-0.811565648,-10.35337972,Co,40ppm
Cr,0,158.633,122.39,73.738,0,0,0,0,,22.46118861,21.8407953,9.46370927,0,0,0,53.85767682,8.014785727,31.85174135,0,0,0,0,Cr,0ppm
Cr,5,71.218,74.639,61.873,-87.415,-47.751,-11.865,100.3111083,,5.972122314,6.677587472,5.512527799,-16.48906629,-15.16320783,-3.95118147,31.0613648,-4.073420833,7.152463729,35.71905506,-22.79631202,-12.08820656,-24.69927762,Cr,5ppm
Cr,10,75.967,74.737,60.895,-82.666,-47.653,-12.843,96.27781995,,6.315572228,6.867564789,5.39203065,-16.14561638,-14.97323051,-4.07167862,31.50349656,-2.239474058,8.457830826,33.9431034,-22.35418026,-10.25425978,-23.39391053,Cr,10ppm
Cr,15,72.27,79.157,65.069,-86.363,-43.233,-8.669,96.96809588,,6.455967649,7.385182176,6.095848685,-16.00522096,-14.45561312,-3.367860585,32.66817491,-5.769970391,7.400089635,35.16955735,-21.18950192,-13.78475612,-24.45165172,Cr,15ppm
Cr,20,58.722,70.221,61.506,-99.911,-52.169,-12.232,113.3729875,,4.847010973,5.671657224,5.325129533,-17.61417764,-16.16913807,-4.138579737,28.56849625,-6.689021001,3.702503402,40.59709576,-25.28918058,-14.70380673,-28.14923795,Cr,20ppm
Cr,25,65.11,85.386,74.978,-93.523,-37.004,1.24,100.5852134,,6.735122938,8.192992501,7.877843443,-15.72606567,-13.6478028,-1.585865827,34.38162546,-10.25651658,3.52635764,38.92922331,-19.47605137,-18.27130231,-28.32538371,Cr,25ppm
Cr,30,71.295,93.394,82.532,-87.338,-28.996,8.794,92.4447332,,8.112127808,9.865873228,9.564428427,-14.3490608,-11.97492207,0.100719157,37.60062241,-10.89556086,3.509158514,37.7517553,-16.25705441,-18.91034658,-28.34258284,Cr,30ppm
Cr,35,62.997,89.139,78.565,-95.636,-33.251,4.827,101.3665301,,7.028717981,8.782465264,8.637733501,-15.43247063,-13.05833003,-0.825975768,35.56204531,-12.38073814,2.963794209,39.81483413,-18.29563152,-20.39552387,-28.88794714,Cr,35ppm
